"HAUL","VESSEL","CRUISE","SPECIES_CODE","REGION","START_TIME","STRATUM","STATIONID","BOTTOM_DEPTH","START_LATITUDE","START_LONGITUDE","SPECIMENID","COMMON_NAME","SEX","LENGTH","WEIGHT","CATCH_WEIGHT","YEAR","BIOMASS","VARBIO","LOWERB","UPPERB"
33,94,201902,10261,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,6,"northern rock sole",2,410,920,5.275,2019,99040.01,315074886.0602,62793.8,135286.22
33,94,201902,10261,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,7,"northern rock sole",2,420,860,5.275,2019,99040.01,315074886.0602,62793.8,135286.22
33,94,201902,10261,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,8,"northern rock sole",2,370,700,5.275,2019,99040.01,315074886.0602,62793.8,135286.22
33,94,201902,10261,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,9,"northern rock sole",2,380,480,5.275,2019,99040.01,315074886.0602,62793.8,135286.22
33,94,201902,10261,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,10,"northern rock sole",2,360,560,5.275,2019,99040.01,315074886.0602,62793.8,135286.22
33,94,201902,10261,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,11,"northern rock sole",2,190,90,5.275,2019,99040.01,315074886.0602,62793.8,135286.22
33,94,201902,10261,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,12,"northern rock sole",2,170,55,5.275,2019,99040.01,315074886.0602,62793.8,135286.22
33,94,201902,10261,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,13,"northern rock sole",2,150,35,5.275,2019,99040.01,315074886.0602,62793.8,135286.22
33,94,201902,10261,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,14,"northern rock sole",2,160,40,5.275,2019,99040.01,315074886.0602,62793.8,135286.22
33,94,201902,21720,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,42,"Pacific cod",2,460,1085,18.18,2019,364982.37,2886670141.8812,257526.89,472437.86
33,94,201902,21720,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,39,"Pacific cod",1,640,2840,18.18,2019,364982.37,2886670141.8812,257526.89,472437.86
33,94,201902,21720,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,40,"Pacific cod",1,710,3215,18.18,2019,364982.37,2886670141.8812,257526.89,472437.86
33,94,201902,21720,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,41,"Pacific cod",2,770,6335,18.18,2019,364982.37,2886670141.8812,257526.89,472437.86
33,94,201902,21740,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,40,"walleye pollock",2,500,705,19.36,2019,1167099.24,16955912230.6619,909273.8,1424924.68
33,94,201902,21740,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,41,"walleye pollock",2,570,1055,19.36,2019,1167099.24,16955912230.6619,909273.8,1424924.68
33,94,201902,21740,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,42,"walleye pollock",2,550,980,19.36,2019,1167099.24,16955912230.6619,909273.8,1424924.68
33,94,201902,21740,"BS",2019-08-08 13:12:15,999,"ZZ-03",27,63.34904,-166.76549,43,"walleye pollock",3,130,15,19.36,2019,1167099.24,16955912230.6619,909273.8,1424924.68
34,94,201902,21740,"BS",2019-08-08 16:42:11,999,"Y-04",21,63.01326,-166.02851,44,"walleye pollock",1,590,1260,3.91,2019,1167099.24,16955912230.6619,909273.8,1424924.68
34,94,201902,21740,"BS",2019-08-08 16:42:11,999,"Y-04",21,63.01326,-166.02851,45,"walleye pollock",1,500,825,3.91,2019,1167099.24,16955912230.6619,909273.8,1424924.68
34,94,201902,21740,"BS",2019-08-08 16:42:11,999,"Y-04",21,63.01326,-166.02851,46,"walleye pollock",2,600,1470,3.91,2019,1167099.24,16955912230.6619,909273.8,1424924.68
34,94,201902,21740,"BS",2019-08-08 16:42:11,999,"Y-04",21,63.01326,-166.02851,47,"walleye pollock",3,130,15,3.91,2019,1167099.24,16955912230.6619,909273.8,1424924.68
35,94,201902,10261,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,15,"northern rock sole",3,130,25,0.87,2019,99040.01,315074886.0602,62793.8,135286.22
35,94,201902,10261,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,16,"northern rock sole",3,110,10,0.87,2019,99040.01,315074886.0602,62793.8,135286.22
35,94,201902,10261,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,17,"northern rock sole",3,100,5,0.87,2019,99040.01,315074886.0602,62793.8,135286.22
35,94,201902,10261,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,18,"northern rock sole",1,170,45,0.87,2019,99040.01,315074886.0602,62793.8,135286.22
35,94,201902,10261,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,19,"northern rock sole",1,310,225,0.87,2019,99040.01,315074886.0602,62793.8,135286.22
35,94,201902,10261,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,20,"northern rock sole",2,180,60,0.87,2019,99040.01,315074886.0602,62793.8,135286.22
35,94,201902,10261,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,21,"northern rock sole",2,110,10,0.87,2019,99040.01,315074886.0602,62793.8,135286.22
35,94,201902,10261,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,22,"northern rock sole",2,120,10,0.87,2019,99040.01,315074886.0602,62793.8,135286.22
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,31,"Alaska plaice",2,240,230,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,32,"Alaska plaice",2,310,415,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,33,"Alaska plaice",2,270,300,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,34,"Alaska plaice",2,290,320,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,35,"Alaska plaice",1,220,135,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,36,"Alaska plaice",1,280,330,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,37,"Alaska plaice",1,190,95,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,38,"Alaska plaice",1,270,265,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,39,"Alaska plaice",1,310,445,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,40,"Alaska plaice",1,290,315,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,41,"Alaska plaice",1,260,235,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,42,"Alaska plaice",1,240,195,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,10285,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,43,"Alaska plaice",1,250,210,25.525,2019,321570.64,1728373430.7935,238423.22,404718.07
35,94,201902,21720,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,43,"Pacific cod",2,830,5560,42.585,2019,364982.37,2886670141.8812,257526.89,472437.86
35,94,201902,21720,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,44,"Pacific cod",2,750,4680,42.585,2019,364982.37,2886670141.8812,257526.89,472437.86
35,94,201902,21720,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,45,"Pacific cod",1,670,3230,42.585,2019,364982.37,2886670141.8812,257526.89,472437.86
35,94,201902,21720,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,46,"Pacific cod",1,540,1785,42.585,2019,364982.37,2886670141.8812,257526.89,472437.86
35,94,201902,21740,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,48,"walleye pollock",1,540,1235,27.52,2019,1167099.24,16955912230.6619,909273.8,1424924.68
35,94,201902,21740,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,49,"walleye pollock",2,610,1605,27.52,2019,1167099.24,16955912230.6619,909273.8,1424924.68
35,94,201902,21740,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,50,"walleye pollock",2,470,490,27.52,2019,1167099.24,16955912230.6619,909273.8,1424924.68
35,94,201902,21740,"BS",2019-08-09 07:32:18,999,"Y-03",29,63.0176,-166.74338,51,"walleye pollock",3,130,15,27.52,2019,1167099.24,16955912230.6619,909273.8,1424924.68
37,94,201902,10261,"BS",2019-08-09 10:47:17,999,"X-03",26,62.6729,-166.73227,23,"northern rock sole",2,130,25,6.32,2019,99040.01,315074886.0602,62793.8,135286.22
37,94,201902,10261,"BS",2019-08-09 10:47:17,999,"X-03",26,62.6729,-166.73227,24,"northern rock sole",2,140,30,6.32,2019,99040.01,315074886.0602,62793.8,135286.22
37,94,201902,10261,"BS",2019-08-09 10:47:17,999,"X-03",26,62.6729,-166.73227,25,"northern rock sole",1,180,65,6.32,2019,99040.01,315074886.0602,62793.8,135286.22
37,94,201902,21720,"BS",2019-08-09 10:47:17,999,"X-03",26,62.6729,-166.73227,47,"Pacific cod",1,650,3110,3.18,2019,364982.37,2886670141.8812,257526.89,472437.86
37,94,201902,21740,"BS",2019-08-09 10:47:17,999,"X-03",26,62.6729,-166.73227,52,"walleye pollock",1,530,1045,9.54,2019,1167099.24,16955912230.6619,909273.8,1424924.68
37,94,201902,21740,"BS",2019-08-09 10:47:17,999,"X-03",26,62.6729,-166.73227,53,"walleye pollock",1,630,1615,9.54,2019,1167099.24,16955912230.6619,909273.8,1424924.68
37,94,201902,21740,"BS",2019-08-09 10:47:17,999,"X-03",26,62.6729,-166.73227,54,"walleye pollock",2,620,1380,9.54,2019,1167099.24,16955912230.6619,909273.8,1424924.68
37,94,201902,21740,"BS",2019-08-09 10:47:17,999,"X-03",26,62.6729,-166.73227,55,"walleye pollock",3,130,15,9.54,2019,1167099.24,16955912230.6619,909273.8,1424924.68
38,94,201902,21740,"BS",2019-08-09 13:21:12,999,"W-03",23,62.3525,-166.74211,56,"walleye pollock",1,460,555,34.935,2019,1167099.24,16955912230.6619,909273.8,1424924.68
40,94,201902,10285,"BS",2019-08-09 16:57:57,999,"V-03",22,62.0176,-166.69015,44,"Alaska plaice",1,360,445,13.75,2019,321570.64,1728373430.7935,238423.22,404718.07
38,94,201902,21740,"BS",2019-08-09 13:21:12,999,"W-03",23,62.3525,-166.74211,57,"walleye pollock",2,640,1330,34.935,2019,1167099.24,16955912230.6619,909273.8,1424924.68
38,94,201902,21740,"BS",2019-08-09 13:21:12,999,"W-03",23,62.3525,-166.74211,58,"walleye pollock",2,620,1490,34.935,2019,1167099.24,16955912230.6619,909273.8,1424924.68
38,94,201902,21740,"BS",2019-08-09 13:21:12,999,"W-03",23,62.3525,-166.74211,59,"walleye pollock",3,160,30,34.935,2019,1167099.24,16955912230.6619,909273.8,1424924.68
40,94,201902,21740,"BS",2019-08-09 16:57:57,999,"V-03",22,62.0176,-166.69015,60,"walleye pollock",1,460,510,6.235,2019,1167099.24,16955912230.6619,909273.8,1424924.68
40,94,201902,21740,"BS",2019-08-09 16:57:57,999,"V-03",22,62.0176,-166.69015,61,"walleye pollock",3,140,10,6.235,2019,1167099.24,16955912230.6619,909273.8,1424924.68
43,94,201902,21720,"BS",2019-08-10 12:51:29,999,"X-02",29,62.65673,-167.44767,55,"Pacific cod",2,680,3545,49.97,2019,364982.37,2886670141.8812,257526.89,472437.86
43,94,201902,21720,"BS",2019-08-10 12:51:29,999,"X-02",29,62.65673,-167.44767,56,"Pacific cod",2,260,180,49.97,2019,364982.37,2886670141.8812,257526.89,472437.86
43,94,201902,21720,"BS",2019-08-10 12:51:29,999,"X-02",29,62.65673,-167.44767,57,"Pacific cod",1,640,3420,49.97,2019,364982.37,2886670141.8812,257526.89,472437.86
43,94,201902,21720,"BS",2019-08-10 12:51:29,999,"X-02",29,62.65673,-167.44767,58,"Pacific cod",1,270,200,49.97,2019,364982.37,2886670141.8812,257526.89,472437.86
43,94,201902,21740,"BS",2019-08-10 12:51:29,999,"X-02",29,62.65673,-167.44767,70,"walleye pollock",2,590,1370,14.983,2019,1167099.24,16955912230.6619,909273.8,1424924.68
43,94,201902,21740,"BS",2019-08-10 12:51:29,999,"X-02",29,62.65673,-167.44767,71,"walleye pollock",3,130,15,14.983,2019,1167099.24,16955912230.6619,909273.8,1424924.68
43,94,201902,21740,"BS",2019-08-10 12:51:29,999,"X-02",29,62.65673,-167.44767,72,"walleye pollock",1,230,90,14.983,2019,1167099.24,16955912230.6619,909273.8,1424924.68
43,94,201902,21740,"BS",2019-08-10 12:51:29,999,"X-02",29,62.65673,-167.44767,73,"walleye pollock",1,350,325,14.983,2019,1167099.24,16955912230.6619,909273.8,1424924.68
41,94,201902,21720,"BS",2019-08-10 07:38:18,999,"V-02",26,61.97795,-167.41862,48,"Pacific cod",2,720,3640,6.845,2019,364982.37,2886670141.8812,257526.89,472437.86
41,94,201902,21720,"BS",2019-08-10 07:38:18,999,"V-02",26,61.97795,-167.41862,49,"Pacific cod",2,160,35,6.845,2019,364982.37,2886670141.8812,257526.89,472437.86
41,94,201902,21720,"BS",2019-08-10 07:38:18,999,"V-02",26,61.97795,-167.41862,50,"Pacific cod",1,660,3065,6.845,2019,364982.37,2886670141.8812,257526.89,472437.86
41,94,201902,21740,"BS",2019-08-10 07:38:18,999,"V-02",26,61.97795,-167.41862,62,"walleye pollock",3,130,15,18.395,2019,1167099.24,16955912230.6619,909273.8,1424924.68
41,94,201902,21740,"BS",2019-08-10 07:38:18,999,"V-02",26,61.97795,-167.41862,63,"walleye pollock",1,510,895,18.395,2019,1167099.24,16955912230.6619,909273.8,1424924.68
41,94,201902,21740,"BS",2019-08-10 07:38:18,999,"V-02",26,61.97795,-167.41862,64,"walleye pollock",2,470,660,18.395,2019,1167099.24,16955912230.6619,909273.8,1424924.68
41,94,201902,21740,"BS",2019-08-10 07:38:18,999,"V-02",26,61.97795,-167.41862,65,"walleye pollock",2,590,1380,18.395,2019,1167099.24,16955912230.6619,909273.8,1424924.68
42,94,201902,10285,"BS",2019-08-10 10:19:41,999,"W-02",27,62.32335,-167.43727,45,"Alaska plaice",2,380,810,2.97,2019,321570.64,1728373430.7935,238423.22,404718.07
42,94,201902,10285,"BS",2019-08-10 10:19:41,999,"W-02",27,62.32335,-167.43727,46,"Alaska plaice",2,470,1485,2.97,2019,321570.64,1728373430.7935,238423.22,404718.07
42,94,201902,21720,"BS",2019-08-10 10:19:41,999,"W-02",27,62.32335,-167.43727,51,"Pacific cod",1,720,4130,6.295,2019,364982.37,2886670141.8812,257526.89,472437.86
42,94,201902,21720,"BS",2019-08-10 10:19:41,999,"W-02",27,62.32335,-167.43727,52,"Pacific cod",1,260,165,6.295,2019,364982.37,2886670141.8812,257526.89,472437.86
42,94,201902,21720,"BS",2019-08-10 10:19:41,999,"W-02",27,62.32335,-167.43727,53,"Pacific cod",2,260,170,6.295,2019,364982.37,2886670141.8812,257526.89,472437.86
42,94,201902,21720,"BS",2019-08-10 10:19:41,999,"W-02",27,62.32335,-167.43727,54,"Pacific cod",2,230,105,6.295,2019,364982.37,2886670141.8812,257526.89,472437.86
42,94,201902,21740,"BS",2019-08-10 10:19:41,999,"W-02",27,62.32335,-167.43727,66,"walleye pollock",2,510,745,16.82,2019,1167099.24,16955912230.6619,909273.8,1424924.68
42,94,201902,21740,"BS",2019-08-10 10:19:41,999,"W-02",27,62.32335,-167.43727,67,"walleye pollock",2,570,1115,16.82,2019,1167099.24,16955912230.6619,909273.8,1424924.68
42,94,201902,21740,"BS",2019-08-10 10:19:41,999,"W-02",27,62.32335,-167.43727,68,"walleye pollock",2,520,795,16.82,2019,1167099.24,16955912230.6619,909273.8,1424924.68
42,94,201902,21740,"BS",2019-08-10 10:19:41,999,"W-02",27,62.32335,-167.43727,69,"walleye pollock",3,140,20,16.82,2019,1167099.24,16955912230.6619,909273.8,1424924.68
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,47,"Alaska plaice",1,370,695,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,48,"Alaska plaice",1,330,490,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,49,"Alaska plaice",1,350,620,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,50,"Alaska plaice",1,340,580,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,51,"Alaska plaice",1,320,460,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,52,"Alaska plaice",1,300,365,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,53,"Alaska plaice",2,410,1105,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,54,"Alaska plaice",2,450,1180,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,55,"Alaska plaice",2,460,1390,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,56,"Alaska plaice",2,500,1980,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,57,"Alaska plaice",2,340,630,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,58,"Alaska plaice",2,320,475,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,59,"Alaska plaice",2,440,1210,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,10285,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,60,"Alaska plaice",2,420,1275,61.425,2019,321570.64,1728373430.7935,238423.22,404718.07
44,94,201902,21720,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,59,"Pacific cod",2,600,2530,23.13,2019,364982.37,2886670141.8812,257526.89,472437.86
44,94,201902,21720,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,60,"Pacific cod",2,720,4390,23.13,2019,364982.37,2886670141.8812,257526.89,472437.86
44,94,201902,21720,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,61,"Pacific cod",1,570,2060,23.13,2019,364982.37,2886670141.8812,257526.89,472437.86
44,94,201902,21720,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,62,"Pacific cod",1,240,120,23.13,2019,364982.37,2886670141.8812,257526.89,472437.86
44,94,201902,21740,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,74,"walleye pollock",1,480,660,80.399,2019,1167099.24,16955912230.6619,909273.8,1424924.68
44,94,201902,21740,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,75,"walleye pollock",1,480,710,80.399,2019,1167099.24,16955912230.6619,909273.8,1424924.68
44,94,201902,21740,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,76,"walleye pollock",2,310,200,80.399,2019,1167099.24,16955912230.6619,909273.8,1424924.68
44,94,201902,21740,"BS",2019-08-10 15:21:28,999,"Y-02",34,62.98615,-167.48567,77,"walleye pollock",2,160,30,80.399,2019,1167099.24,16955912230.6619,909273.8,1424924.68
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,31,"northern rock sole",1,310,260,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,32,"northern rock sole",1,330,445,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,33,"northern rock sole",1,330,475,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,34,"northern rock sole",1,180,65,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,35,"northern rock sole",1,230,135,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,36,"northern rock sole",1,190,90,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,37,"northern rock sole",1,160,45,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,38,"northern rock sole",1,160,50,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,39,"northern rock sole",1,110,15,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,40,"northern rock sole",1,120,15,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,41,"northern rock sole",1,100,15,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,42,"northern rock sole",1,90,10,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,43,"northern rock sole",1,120,20,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,44,"northern rock sole",2,170,60,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,45,"northern rock sole",2,150,45,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,46,"northern rock sole",2,390,870,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,47,"northern rock sole",2,410,1005,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,48,"northern rock sole",2,370,695,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,49,"northern rock sole",2,360,690,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,50,"northern rock sole",2,160,50,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,51,"northern rock sole",2,130,25,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,52,"northern rock sole",2,200,90,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,56,"northern rock sole",2,370,740,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,53,"northern rock sole",2,100,15,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,54,"northern rock sole",2,440,1125,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,55,"northern rock sole",2,390,785,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,57,"northern rock sole",2,380,855,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,58,"northern rock sole",2,220,140,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,10261,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,59,"northern rock sole",2,190,90,14.665,2019,99040.01,315074886.0602,62793.8,135286.22
45,94,201902,21720,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,63,"Pacific cod",1,250,155,45.955,2019,364982.37,2886670141.8812,257526.89,472437.86
45,94,201902,21720,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,64,"Pacific cod",1,220,120,45.955,2019,364982.37,2886670141.8812,257526.89,472437.86
45,94,201902,21720,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,65,"Pacific cod",2,600,2460,45.955,2019,364982.37,2886670141.8812,257526.89,472437.86
45,94,201902,21720,"BS",2019-08-10 17:49:02,999,"ZZ-02",33,63.33041,-167.51502,66,"Pacific cod",2,560,2370,45.955,2019,364982.37,2886670141.8812,257526.89,472437.86
